column,psi,psi_null_q99,p_perm,null_share_ref,null_share_cur,null_share_delta,psi_excl_null,top_bucket,note,p_perm_bh,psi_over_null
V162,0.293001583426723,0.000850105248702457,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.0379972532352678,               0,"",0.00497512437810945,344.665068088853
V161,0.292883557080882,0.000809546162785709,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.0374567375296984,               0,"",0.00497512437810945,361.787345236803
V158,0.291996610620811,0.000505522832664374,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.0366646560663416,               1,"",0.00497512437810945,577.613100246795
V139,0.291900262171666,0.000254918675230077,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.0284932662106761,"[1, 2)","",0.00497512437810945,1145.07209763353
V157,0.291504727805047,0.000480118346317988,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.0327859422048979,               1,"",0.00497512437810945,607.15182004726
V149,0.290810587112197,0.000539071984179683,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.0313952916232876,               1,"",0.00497512437810945,539.465221058982
V148,0.290286187883398,0.00053835391073876,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.0268099987549184,               1,"",0.00497512437810945,539.210697819674
client_c2_mean_prior,0.290131729831892,0.000321105878943285,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.0918526966783991,__null__,"",0.00497512437810945,903.539140381595
V154,0.289849943592063,0.000449075789245352,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.024969889544853,               1,"",0.00497512437810945,645.43658449978
V156,0.289768388164738,0.000572420256201062,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.0256278646225493,               1,"",0.00497512437810945,506.21616727511
V153,0.289714269450093,0.000450995249549694,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.0248820216086067,               1,"",0.00497512437810945,642.388738549606
V155,0.289359666747574,0.000561008688256889,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.0221836148216584,               1,"",0.00497512437810945,515.784644345961
id_17,0.288988749711681,0.000261335684963097,0.00497512437810945,0.600525938321779,0.802924506688713,0.202398568366935,0.298430184928196,"[166, 225)","",0.00497512437810945,1105.81434660364
V142,0.288866704559707,0.000411490147193213,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.0157905513655811,               0,"",0.00497512437810945,702.001509708252
V141,0.287934544413908,0.000298021995518054,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.00922886451810644,               0,"",0.00497512437810945,966.151991276313
V138,0.286803058624249,0.000874590711920741,0.00497512437810945,0.683341302095785,0.893687806918809,0.210346504823025,0.0057439013940702,               0,"",0.00497512437810945,327.928315170857
DeviceInfo,0.28661415259239,0.000676175280584361,0.00497512437810945,0.634970914017053,0.833205502375664,0.19823458835861,0.284218074542808,Windows,"",0.00497512437810945,423.875525802561
id_02,0.285544387563372,0.000450262955237479,0.00497512437810945,0.596441947565543,0.798213022820316,0.201771075254773,0.290793460983385,__null__,"",0.00497512437810945,634.172507957644
V35,0.285058929321394,0.000257404905437953,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.119842358425141,               1,"",0.00497512437810945,1107.43394278516
V36,0.284186796279571,0.000412312004624381,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.118628835052984,               1,"",0.00497512437810945,689.25181195844
client_c1_mean_prior,0.282417317406627,0.000365243905447126,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.0785175390104135,__null__,"",0.00497512437810945,773.229376848591
client_c7_mean_prior,0.276848150939776,0.000803547052512512,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.0773630945331316,               0,"",0.00497512437810945,344.532594667772
id_14,0.27587369763631,0.000295534606125564,0.00497512437810945,0.696360267750418,0.897413166256612,0.201052898506193,0.0327080142640775,"[-300, Inf)","",0.00497512437810945,933.473413665466
V183,0.274751345824941,0.000890129797312768,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.367328932846067,               0,"",0.00497512437810945,308.664361820482
V208,0.273823927832287,0.000789122598599072,0.00497512437810945,0.603484341381783,0.79856165270487,0.195077311323086,0.344007615389029,               0,"",0.00497512437810945,346.997954840486
id_35,0.272716726413616,0.000179593107780444,0.00497512437810945,0.59533628177544,0.798213022820316,0.202876741044876,0.241048274088476,               1,"",0.00497512437810945,1518.52557029648
id_19,0.271622919114708,0.000424716606326658,0.00497512437810945,0.600615586899355,0.803034076081002,0.202418489181647,0.235882398886539,__null__,"",0.00497512437810945,639.539201125084
id_34,0.271464038106759,0.000236337068613945,0.00497512437810945,0.700693282333254,0.898678194694849,0.197984912361596,0.0375782625004309,match_status:2,"",0.00497512437810945,1148.63080810312
id_01,0.270822837386815,0.000231435177045604,0.00497512437810945,0.584887242011316,0.79316286992121,0.208275627909894,0.209260251617199,"[-5, Inf)","",0.00497512437810945,1170.18873640566
id_32,0.269656456020264,0.000275994335805832,0.00497512437810945,0.701340744282413,0.900351618140707,0.199010873858294,0.00747803733323673,              24,"",0.00497512437810945,977.03619617025
client_amt_avg_prior,0.269458196825542,0.000456472705785876,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.0532008786106935,__null__,"",0.00497512437810945,590.305167012417
client_amt_deviation_prior,0.265733464755742,0.000424587268371629,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.0451952744867798,__null__,"",0.00497512437810945,625.863007562331
V181,0.264051509863009,0.000773561796630651,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.321634349491797,               0,"",0.00497512437810945,341.34507548475
V237,0.262166248874204,0.000735439999252028,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.215286729361916,               0,"",0.00497512437810945,356.475374117315
V177,0.26178683979388,0.000817163649247496,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.30580314685657,               0,"",0.00497512437810945,320.360358705325
V182,0.257624483364106,0.000784340684324016,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.274747848292577,               0,"",0.00497512437810945,328.459926296109
client_c11_mean_prior,0.257271139123167,0.000284886233064604,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.0268184628594489,__null__,"",0.00497512437810945,903.066239304112
client_c6_mean_prior,0.256054892646503,0.000316742845723974,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.02604153160606,__null__,"",0.00497512437810945,808.399924744132
V231,0.255894612501718,0.00079041791167953,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.151196458948602,               0,"",0.00497512437810945,323.745968709106
V233,0.255703294149291,0.000758083121579178,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.146717503200828,               0,"",0.00497512437810945,337.302449916878
V304,0.254928934660785,0.000509048081710032,0.00497512437810945,0.000109570483703881,0,-0.000109570483703881,0.25443350281463,               1,"",0.00497512437810945,500.795394031166
V235,0.253931277993167,0.000601715839753525,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.167057460260635,               0,"",0.00497512437810945,422.011955173363
DeviceInfo_freq,0.253127568116095,0.000296056262858325,0.00497512437810945,0.636026775041836,0.839421075174564,0.203394300132728,0.118078476163838,"[16572, Inf)","",0.00497512437810945,854.998187412867
V275,0.251565184555259,0.000784905649136724,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.114221236893536,               0,"",0.00497512437810945,320.503725297355
V229,0.249824771028816,0.000185588147787429,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.106453028132986,"[-Inf, 2)","",0.00497512437810945,1346.12459905017
V273,0.249802814460044,0.000854334537233055,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.107748348561427,               0,"",0.00497512437810945,292.394610744737
client_c3_mean_prior,0.249711018487174,0.000517705689543832,0.00497512437810945,0.617150768985577,0.373263076110884,-0.243887692874692,0.0145038613359231,               0,"",0.00497512437810945,482.341653821117
V236,0.249188603882773,0.000875164450597184,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.118862805610791,               0,"",0.00497512437810945,284.733462051315
V180,0.249035909146418,0.000714931952653456,0.00497512437810945,0.603484341381783,0.79856165270487,0.195077311323086,0.233758477554006,               0,"",0.00497512437810945,348.335122275801
V218,0.248316114968945,0.000214765358407706,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0999523290361456,"[-Inf, 1)","",0.00497512437810945,1156.22052276023
V228,0.247612945538121,0.00078977101672574,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.102691521038733,               1,"",0.00497512437810945,313.524984196918
V230,0.247469484140267,0.000206672873758686,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0981370450349211,"[-Inf, 2)","",0.00497512437810945,1197.3970247746
V222,0.247026006953659,0.000218139800543509,0.00497512437810945,0.594658936967089,0.796081400097616,0.201422463130527,0.165772483683686,"[1, 2)","",0.00497512437810945,1132.42061438664
V209,0.24534334506941,0.000807654728719525,0.00497512437810945,0.603484341381783,0.79856165270487,0.195077311323086,0.20638415113487,               0,"",0.00497512437810945,303.772560656436
id_33,0.24498468599123,0.00076589067301104,0.00497512437810945,0.724091561080564,0.900351618140707,0.176260057060143,0.148065373144631,1920x1080,"",0.00497512437810945,319.869003010694
V219,0.244564021834142,0.000186508601349709,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0864067270837377,"[-Inf, 1)","",0.00497512437810945,1311.27476193753
D4,0.244546938868154,0.000361084288862936,0.00497512437810945,0.461680213562834,0.24630203301027,-0.215378180552564,0.0566705353613959,__null__,"",0.00497512437810945,677.257212265422
V50,0.243979045883353,0.000330400304031253,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.0570045266164397,__null__,"",0.00497512437810945,738.434689395065
V221,0.243950215070279,0.000236856791858807,0.00497512437810945,0.594658936967089,0.796081400097616,0.201422463130527,0.155866853730251,"[1, 2)","",0.00497512437810945,1029.94815202809
V258,0.2415430505528,0.000868083718102265,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0785366892388109,               1,"",0.00497512437810945,278.248566947946
V185,0.241329574449517,0.000621058059166627,0.00497512437810945,0.603484341381783,0.79856165270487,0.195077311323086,0.208902788987934,               0,"",0.00497512437810945,388.578122266616
V277,0.240921986282607,0.000815798794316597,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0752083529893541,               0,"",0.00497512437810945,295.320350999575
V43,0.240738313449378,0.000432622341617414,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.0517449355184176,__null__,"",0.00497512437810945,556.462970796532
V225,0.240675288743429,0.000859331284515064,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0842529170888111,               0,"",0.00497512437810945,280.072764811823
V232,0.239488338376934,0.000156452377037579,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0684807515937519,"[-Inf, 1)","",0.00497512437810945,1530.74272766984
V257,0.239409356087657,0.000780957364169867,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0714892317146554,               1,"",0.00497512437810945,306.558804707784
V217,0.238963258186392,0.000160096808930179,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0655968610629213,"[-Inf, 1)","",0.00497512437810945,1492.61724692219
V179,0.238686226433547,0.00082293181909245,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.194489271361286,               0,"",0.00497512437810945,290.043744689294
V278,0.238664266889374,0.000742011617618113,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0668437045828765,               0,"",0.00497512437810945,321.644919328212
V226,0.238620473053679,0.000796990287239524,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0793648388807095,               0,"",0.00497512437810945,299.401983780971
V268,0.238531305710443,0.000838466373477192,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0651762645902186,               0,"",0.00497512437810945,284.485237876903
V276,0.23836816174807,0.000797472493609992,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0660670589905913,               0,"",0.00497512437810945,298.904556154692
seconds_since_prev_txn_card,0.238080325702542,0.000458793203173671,0.00497512437810945,0.0766495338273966,0.00699251939876286,-0.0696570144286338,0.0690330002638313,__null__,"",0.00497512437810945,518.927316393611
V274,0.237956585203223,0.000156943372280404,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0627832363778123,"[-Inf, 7.17718)","",0.00497512437810945,1516.19390959737
V210,0.236812151312609,0.000776067172035882,0.00497512437810945,0.603484341381783,0.79856165270487,0.195077311323086,0.177091591184032,               0,"",0.00497512437810945,305.143884248282
V40,0.235781065306992,0.000174540680559661,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.0438874367064557,__null__,"",0.00497512437810945,1350.86596746939
V266,0.235697456089191,0.000677716359404033,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0547288628898112,               0,"",0.00497512437810945,347.781860093296
id_20,0.235653438390121,0.000457449286694252,0.00497512437810945,0.600665391664674,0.803342862550178,0.202677470885503,0.110346536008894,__null__,"",0.00497512437810945,515.146586178035
V39,0.235589942330875,0.000163618083925879,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.0435878277780974,__null__,"",0.00497512437810945,1439.87716197435
V265,0.235336415016786,0.000219712666845947,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0523183182468065,"[-Inf, 20.53326)","",0.00497512437810945,1071.1099109356
V42,0.235100819224427,0.000389765979998263,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.0428321995875446,__null__,"",0.00497512437810945,603.184555064233
V264,0.234832569872098,0.000194871784135666,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0504792061960203,"[-Inf, 34.1055)","",0.00497512437810945,1205.06193810291
V269,0.234689555128641,0.000782262068976847,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0527284152296857,               0,"",0.00497512437810945,300.013977969814
V246,0.234582327860204,0.000837721512175404,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0527866333653236,               1,"",0.00497512437810945,280.024237710021
V245,0.233049200900764,0.000173324352736246,0.00497512437810945,0.594658936967089,0.796081400097616,0.201422463130527,0.120692937806026,"[1, Inf)","",0.00497512437810945,1344.58428502199
V250,0.233049200900764,0.000169075163651326,0.00497512437810945,0.594658936967089,0.796081400097616,0.201422463130527,0.120692937806026,"[1, Inf)","",0.00497512437810945,1378.37631422536
V255,0.233049200900764,0.000197163975228068,0.00497512437810945,0.594658936967089,0.796081400097616,0.201422463130527,0.120692937806026,"[1, Inf)","",0.00497512437810945,1182.00701031304
V259,0.233049200900764,0.000148599900865646,0.00497512437810945,0.594658936967089,0.796081400097616,0.201422463130527,0.120692937806026,"[1, Inf)","",0.00497512437810945,1568.29984100375
V251,0.232791178849383,0.000147533786024162,0.00497512437810945,0.594658936967089,0.796081400097616,0.201422463130527,0.119824861912589,"[1, Inf)","",0.00497512437810945,1577.88385374492
V256,0.232791178849383,0.000179252529426453,0.00497512437810945,0.594658936967089,0.796081400097616,0.201422463130527,0.119824861912589,"[1, Inf)","",0.00497512437810945,1298.67723258487
ProductCD_is_H,0.232773759865047,0.000111390151167171,0.00497512437810945,0,0,0,0.232773759865047,               1,"",0.00497512437810945,2089.71580903689
V260,0.232146193719403,0.000461299252221176,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0423594328781684,               1,"",0.00497512437810945,503.24424460176
V215,0.2303477829626,0.000832484023415978,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.157034015988048,               0,"",0.00497512437810945,276.699343751248
V243,0.229694943870776,0.000961656824697701,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0342357736920147,               1,"",0.00497512437810945,238.853339332335
V244,0.229610084819981,0.000812249675012488,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0327577898959524,               1,"",0.00497512437810945,282.684120269363
V213,0.22957723600782,0.000741864493209113,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.152629336154109,               0,"",0.00497512437810945,309.459797724957
V224,0.228834542264326,0.000169192262594942,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0289392440844086,"[-Inf, 1)","",0.00497512437810945,1352.51186286321
V216,0.228652974782423,0.000732373568705521,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.150808142304089,               0,"",0.00497512437810945,312.208119671181
ProductCD_is_W,0.228379342435722,0.000166987827600861,0.00497512437810945,0,0,0,0.228379342435722,               0,"",0.00497512437810945,1367.64065810594
V242,0.22816244114673,0.000951568439666027,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0273530073981272,               1,"",0.00497512437810945,239.775124558364
V267,0.228004992854952,0.000172911745375205,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0259323752842477,"[-Inf, 13.038)","",0.00497512437810945,1318.62061978612
V223,0.227646476299893,0.000868437550323707,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0270888829698707,               0,"",0.00497512437810945,262.133386810644
V263,0.227271262759637,0.000209989744902292,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0232369740420653,"[-Inf, 101.8438)","",0.00497512437810945,1082.29696105106
V248,0.227270923586301,0.000733928613677041,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0257701020205722,               1,"",0.00497512437810945,309.663527693321
V211,0.227097652821053,0.000797159274731149,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.143261076949537,               0,"",0.00497512437810945,284.883661295472
V214,0.226967499211603,0.000781923390432342,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.146265320443192,               0,"",0.00497512437810945,290.268205285569
V171,0.22648695330579,0.000231923789000647,0.00497512437810945,0.603484341381783,0.79856165270487,0.195077311323086,0.135043939876571,"[1, 2)","",0.00497512437810945,976.557662677537
V168,0.226154725954089,0.000230421078148024,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.137491373948974,"[-Inf, 1)","",0.00497512437810945,981.484540267649
id_12,0.225682336016939,0.000176549330887063,0.00497512437810945,0.584887242011316,0.79316286992121,0.208275627909894,0.0564365261155031,NotFound,"",0.00497512437810945,1278.29618431863
V249,0.225461815088544,0.000716345086507323,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0189367864296864,               1,"",0.00497512437810945,314.739110151262
V254,0.223785923202216,0.000919621980469885,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.0123647556194685,               1,"",0.00497512437810945,243.345557147157
V262,0.223638936193793,0.000128935954497082,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.010021740314334,"[1, Inf)","",0.00497512437810945,1734.49630140873
V261,0.223336219290971,0.000179942124840159,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.00891384357512457,"[1, Inf)","",0.00497512437810945,1241.15584102032
V247,0.223189835064075,0.000700762429760723,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.00965015335644162,               1,"",0.00497512437810945,318.495720639995
V302,0.223168761322127,0.000492486494824245,0.00497512437810945,0.000109570483703881,0,-0.000109570483703881,0.222671904895896,               1,"",0.00497512437810945,453.14696680519
V253,0.222787425548177,0.000917196285965305,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.00817235598650411,               1,"",0.00497512437810945,242.900488104031
V207,0.222035787670533,0.000717496851444722,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.124387186953098,               0,"",0.00497512437810945,309.458901768629
V252,0.221971858787918,0.00079676069091722,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.00446819001421602,               1,"",0.00497512437810945,278.592884059563
V240,0.220955749555765,0.0002175240210517,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,0.000406641004794818,               1,"",0.00497512437810945,1015.77631972539
V241,0.220891568379775,0.000255450542633834,0.00497512437810945,0.615407602199378,0.822776488400586,0.207368886201207,8.28283427036534e-05,               1,"",0.00497512437810945,864.713639291046
V234,0.220873187535149,0.000167331449000987,0.00497512437810945,0.594658936967089,0.796081400097616,0.201422463130527,0.0801000800168692,"[-Inf, 1)","",0.00497512437810945,1319.97415222195
V174,0.219827971104044,0.000368596545639642,0.00497512437810945,0.603484341381783,0.79856165270487,0.195077311323086,0.1157920213127,               0,"",0.00497512437810945,596.391837374837
id_05,0.218438923096495,0.000293418462266122,0.00497512437810945,0.60869391983425,0.805364915880589,0.19667099604634,0.0936416949145021,"[0, 1)","",0.00497512437810945,744.462094884736
V203,0.217678331891339,0.000259654946067031,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.107581290098771,"[-Inf, 26.57674)","",0.00497512437810945,838.336935954781
V51,0.216876267656265,0.000348899959935211,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.014298974647691,__null__,"",0.00497512437810945,621.600150646442
V178,0.215676775293239,0.000149457557437991,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.102074662149953,"[-Inf, 1)","",0.00497512437810945,1443.06369641242
V204,0.213684683224726,0.000239992644662177,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.0938667294556025,"[-Inf, 17.58328)","",0.00497512437810945,890.380134464193
V49,0.213353129314242,0.000330694352299015,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.00869899438584191,__null__,"",0.00497512437810945,645.167139477868
DeviceType,0.21319309416959,0.000156349653555672,0.00497512437810945,0.596511674236991,0.798372396481827,0.201860722244835,0.0476540026976191,desktop,"",0.00497512437810945,1363.56614371184
DeviceType_is_desktop,0.21319309416959,0.000177356969706811,0.00497512437810945,0.596511674236991,0.798372396481827,0.201860722244835,0.0476540026976191,               1,"",0.00497512437810945,1202.05647695728
DeviceType_is_mobile,0.21319309416959,0.000133952585723628,0.00497512437810945,0.596511674236991,0.798372396481827,0.201860722244835,0.0476540026976191,               0,"",0.00497512437810945,1591.55639301694
V52,0.213161819904555,0.000375861689349432,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.00847099615843932,__null__,"",0.00497512437810945,567.128350520402
V48,0.213085197967412,0.000225155987186085,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.00830111801525597,__null__,"",0.00497512437810945,946.389215008095
id_15,0.212771374624504,0.000264070757421918,0.00497512437810945,0.59533628177544,0.798213022820316,0.202876741044876,0.0401449808299871,New,"",0.00497512437810945,805.736222752411
V46,0.21197711844399,0.000307459525808875,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.00672715051644533,__null__,"",0.00497512437810945,689.447230123422
V212,0.211688718253351,0.000126500298058995,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.0882034934572777,"[-Inf, 17.93058)","",0.00497512437810945,1673.42465987414
V167,0.211164183080799,0.000149827745939981,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.0851876836175978,"[-Inf, 1)","",0.00497512437810945,1409.37969637072
id_16,0.210653811702491,0.000149125021730903,0.00497512437810945,0.617867957606184,0.816112677178688,0.198244719572504,0.0369800066195588,NotFound,"",0.00497512437810945,1412.59869911448
V47,0.210511098667828,0.000326558733796165,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.00439809826806944,__null__,"",0.00497512437810945,644.634722277024
V172,0.209133243006801,0.000910460823917598,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.0839013300918211,               0,"",0.00497512437810945,229.70043027983
V272,0.209079293584049,0.000762040060271818,0.00497512437810945,0.594658936967089,0.796081400097616,0.201422463130527,0.0409216763403328,               0,"",0.00497512437810945,274.36785083119
id_36,0.208988294459788,0.00022297974214187,0.00497512437810945,0.59533628177544,0.798213022820316,0.202876741044876,0.0264539738083955,               0,"",0.00497512437810945,937.252381998094
V271,0.208824587838018,0.000708224250336457,0.00497512437810945,0.594658936967089,0.796081400097616,0.201422463130527,0.0393399441164649,               0,"",0.00497512437810945,294.85659060504
M6,0.208820074216088,0.000185910332008325,0.00497512437810945,0.456420830345047,0.241351488649607,-0.21506934169544,0.000138364259765775,__null__,"",0.00497512437810945,1123.230064517
V44,0.208582079486922,0.00019440408277227,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.00138448760210175,__null__,"",0.00497512437810945,1072.93055018429
V45,0.208520870685475,0.000184398279342894,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.00128704036314529,__null__,"",0.00497512437810945,1130.81787654712
V41,0.208255445929321,0.00015350810103305,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.000862621186542776,__null__,"",0.00497512437810945,1356.64140542319
V270,0.208241786550058,0.000670267149634121,0.00497512437810945,0.594658936967089,0.796081400097616,0.201422463130527,0.0372595196421589,               0,"",0.00497512437810945,310.684757061019
V37,0.208096006187103,0.000186219082322823,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.000604061697603998,__null__,"",0.00497512437810945,1117.4794956102
V38,0.208096006187103,0.000134169202108806,0.00497512437810945,0.461710096422026,0.24637175898718,-0.215338337434845,0.000604061697603998,__null__,"",0.00497512437810945,1550.99682279055
id_11,0.207615579945406,0.000378475536931594,0.00497512437810945,0.59533628177544,0.798282748797227,0.202946467021787,0.0215812621392488,             100,"",0.00497512437810945,548.557461939556
V192,0.20760706402387,0.000767340791395112,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.0774702254685863,               1,"",0.00497512437810945,270.553926432631
C10,0.204984383847922,0.000127285244848061,0.00497512437810945,0,0,0,0.204984383847922,"[1, Inf)","",0.00497512437810945,1610.43319744256
V176,0.204959003680675,0.000924901145288383,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.0648680797018461,               1,"",0.00497512437810945,221.600983764345
C8,0.204051060416885,0.000104758927479228,0.00497512437810945,0,0,0,0.204051060416885,"[1, Inf)","",0.00497512437810945,1947.81547813522
id_29,0.202629658789941,0.000175849354428959,0.00497512437810945,0.59533628177544,0.798282748797227,0.202946467021787,0.00596032752566509,NotFound,"",0.00497512437810945,1152.29117245239
V193,0.20256395590763,0.000796912191776983,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.0608495561837781,               1,"",0.00497512437810945,254.18604207315
id_28,0.201518220237552,0.000164486220284487,0.00497512437810945,0.59533628177544,0.798282748797227,0.202946467021787,0.00229869759150178,New,"",0.00497512437810945,1225.13739989292
V199,0.201447299744072,0.000910366808481547,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.0535107093273739,               1,"",0.00497512437810945,221.281463545532
id_37,0.200865029325194,0.000150340798504201,0.00497512437810945,0.59533628177544,0.798213022820316,0.202876741044876,0.000661830980013081,               1,"",0.00497512437810945,1336.06466989452
V202,0.200431705286566,0.000172230677274472,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.0490095421209656,"[-Inf, 119.4098)","",0.00497512437810945,1163.73986596564
V205,0.200292829281375,0.000705580176307038,0.00497512437810945,0.603484341381783,0.798282748797227,0.194798407415444,0.0488768666989292,               0,"",0.00497512437810945,283.869694766221
V239,0.2001081372269,0.000701717575231146,0.00497512437810945,0.594658936967089,0.796081400097616,0.201422463130527,0.011042734751176,               0,"",0.00497512437810945,285.16905417537
