column,group,size,representative,is_representative,null_rate,iv,predictable,redun_r2,redun_note
null_count_V_block,222,1,null_count_V_block,TRUE,0,0.2835,FALSE,,singleton
card_txn_count_1h,223,1,card_txn_count_1h,TRUE,0,0.0217,FALSE,,singleton
card_txn_count_24h,224,1,card_txn_count_24h,TRUE,0,0.0446,FALSE,,singleton
card_txn_amt_avg_24h,225,1,card_txn_amt_avg_24h,TRUE,0.203452466331979,0.1626,FALSE,,singleton
card_txn_amt_sum_24h,226,1,card_txn_amt_sum_24h,TRUE,0.203452466331979,0.0766,FALSE,,singleton
card_amt_deviation_24h,227,1,card_amt_deviation_24h,TRUE,0.203452466331979,0.1589,FALSE,,singleton
seconds_since_prev_txn_card,228,1,seconds_since_prev_txn_card,TRUE,0.0766495338273966,0.0812,FALSE,,singleton
device_txn_count_24h,229,1,device_txn_count_24h,TRUE,0.634970914017053,0.1062,FALSE,,singleton
client_txn_count_prior,230,1,client_txn_count_prior,TRUE,0.0908040481313252,0.5005,FALSE,,singleton
client_txn_count_24h,231,1,client_txn_count_24h,TRUE,0.0908040481313252,0.4427,FALSE,,singleton
client_amt_avg_prior,232,1,client_amt_avg_prior,TRUE,0.617150768985577,0.0389,FALSE,,singleton
client_amt_deviation_prior,233,1,client_amt_deviation_prior,TRUE,0.617150768985577,0.0225,FALSE,,singleton
seconds_since_prev_txn_client,234,1,seconds_since_prev_txn_client,TRUE,0.617150768985577,0.0804,FALSE,,singleton
client_d2n_std_prior,235,1,client_d2n_std_prior,TRUE,0.899225037851622,0.069,FALSE,,singleton
client_d3n_std_prior,236,1,client_d3n_std_prior,TRUE,0.896346322416129,0.1026,FALSE,,singleton
client_d5n_std_prior,237,1,client_d5n_std_prior,TRUE,0.918360028687545,0.0537,FALSE,,singleton
client_d10n_std_prior,238,1,client_d10n_std_prior,TRUE,0.837726113634553,0.0892,FALSE,,singleton
client_d11n_std_prior,239,1,client_d11n_std_prior,TRUE,0.924655351023986,0.0367,FALSE,,singleton
D3,24,1,D3,TRUE,0.566061040720376,0.2905,FALSE,,singleton
client_d15n_std_prior,240,1,client_d15n_std_prior,TRUE,0.850087656386963,0.0484,FALSE,,singleton
client_c1_mean_prior,241,1,client_c1_mean_prior,TRUE,0.617150768985577,0.0409,FALSE,,singleton
client_c2_mean_prior,242,1,client_c2_mean_prior,TRUE,0.617150768985577,0.0595,FALSE,,singleton
client_c3_mean_prior,243,1,client_c3_mean_prior,TRUE,0.617150768985577,0.0176,FALSE,,singleton
client_c4_mean_prior,244,1,client_c4_mean_prior,TRUE,0.617150768985577,0.0214,FALSE,,singleton
client_c5_mean_prior,245,1,client_c5_mean_prior,TRUE,0.617150768985577,0.1439,FALSE,,singleton
client_c6_mean_prior,246,1,client_c6_mean_prior,TRUE,0.617150768985577,0.045,FALSE,,singleton
client_c9_mean_prior,249,1,client_c9_mean_prior,TRUE,0.617150768985577,0.0173,FALSE,,singleton
D4,25,1,D4,TRUE,0.461680213562834,0.1401,FALSE,,singleton
client_c11_mean_prior,250,1,client_c11_mean_prior,TRUE,0.617150768985577,0.0316,FALSE,,singleton
client_c13_mean_prior,251,1,client_c13_mean_prior,TRUE,0.617150768985577,0.0793,FALSE,,singleton
client_c14_mean_prior,252,1,client_c14_mean_prior,TRUE,0.617150768985577,0.0346,FALSE,,singleton
client_m2_mean_prior,253,1,client_m2_mean_prior,TRUE,0.803181528408638,0.0145,FALSE,,singleton
client_m3_mean_prior,254,1,client_m3_mean_prior,TRUE,0.803181528408638,0.0166,FALSE,,singleton
client_m5_mean_prior,255,1,client_m5_mean_prior,TRUE,0.81257470714798,0.06,FALSE,,singleton
client_m6_mean_prior,256,1,client_m6_mean_prior,TRUE,0.728733365208383,0.0233,FALSE,,singleton
client_m7_mean_prior,257,1,client_m7_mean_prior,TRUE,0.887102557972747,0.0294,FALSE,,singleton
client_m8_mean_prior,258,1,client_m8_mean_prior,TRUE,0.887102557972747,0.0017,FALSE,,singleton
client_m9_mean_prior,259,1,client_m9_mean_prior,TRUE,0.887102557972747,0.014,FALSE,,singleton
D1n,260,1,D1n,TRUE,0,0.1262,FALSE,,singleton
D3n,261,1,D3n,TRUE,0.566061040720376,0.1903,FALSE,,singleton
ProductCD_is_R,262,1,ProductCD_is_R,TRUE,0,0.0813,FALSE,,singleton
ProductCD_is_H,263,1,ProductCD_is_H,TRUE,0,0.0126,FALSE,,singleton
ProductCD_is_S,264,1,ProductCD_is_S,TRUE,0,0.0015,FALSE,,singleton
card4_is_american_express,266,1,card4_is_american_express,TRUE,6.97266714479241e-05,0.0187,FALSE,,singleton
card4_is_discover,267,1,card4_is_discover,TRUE,6.97266714479241e-05,0.0027,FALSE,,singleton
card6_is_debit_or_credit,269,1,card6_is_debit_or_credit,TRUE,3.98438122559567e-05,0.0036,FALSE,,singleton
D6,27,1,D6,TRUE,0.872131245517571,0.3277,FALSE,,singleton
card6_is_charge_card,270,1,card6_is_charge_card,TRUE,3.98438122559567e-05,0.0037,FALSE,,singleton
M4_is_M0,271,1,M4_is_M0,TRUE,0.576609690015141,0.4955,FALSE,,singleton
M4_is_M1,272,1,M4_is_M1,TRUE,0.576609690015141,0.5067,FALSE,,singleton
M4_is_M2,273,1,M4_is_M2,TRUE,0.576609690015141,0.5888,FALSE,,singleton
addr1_freq,275,1,addr1_freq,TRUE,0.0916806120009563,0.4638,FALSE,,singleton
P_emaildomain_freq,276,1,P_emaildomain_freq,TRUE,0.153787154354929,0.1282,FALSE,,singleton
R_emaildomain_freq,277,1,R_emaildomain_freq,TRUE,0.653727388636545,0.4149,FALSE,,singleton
DeviceInfo_freq,278,1,DeviceInfo_freq,TRUE,0.636026775041836,0.1923,FALSE,,singleton
id_31_freq,279,1,id_31_freq,TRUE,0.596949956171807,0.2186,FALSE,,singleton
D7,28,1,D7,TRUE,0.939029006295322,0.4037,FALSE,,singleton
D8,29,1,D8,TRUE,0.782622121284565,0.3338,FALSE,,singleton
card2,3,1,card2,TRUE,0.0135468961670253,0.1652,FALSE,,singleton
D9,30,1,D9,TRUE,0.782622121284565,0.1639,FALSE,,singleton
D12,33,1,D12,TRUE,0.894573272770739,0.463,FALSE,,singleton
D13,34,1,D13,TRUE,0.904354928679576,0.3054,FALSE,,singleton
D14,35,1,D14,TRUE,0.888028926607698,0.3176,FALSE,,singleton
M2,37,1,M2,TRUE,0.68600087656387,0.082,FALSE,,singleton
M3,38,1,M3,TRUE,0.68600087656387,0.0924,FALSE,,singleton
M5,39,1,M5,TRUE,0.68949717108933,0.0645,FALSE,,singleton
card3,4,1,card3,TRUE,2.98828591919675e-05,0.4961,FALSE,,singleton
M6,40,1,M6,TRUE,0.456420830345047,0.1353,FALSE,,singleton
M7,41,1,M7,TRUE,0.840007171886206,0.0698,FALSE,,singleton
M8,42,1,M8,TRUE,0.840007171886206,0.07,FALSE,,singleton
M9,43,1,M9,TRUE,0.840007171886206,0.0668,FALSE,,singleton
V1,44,1,V1,TRUE,0.712447206948761,0.0606,FALSE,,singleton
V2,45,1,V2,TRUE,0.712447206948761,0.0679,FALSE,,singleton
V3,46,1,V3,TRUE,0.712447206948761,0.1045,FALSE,,singleton
V6,48,1,V6,TRUE,0.712447206948761,0.0609,FALSE,,singleton
V7,49,1,V7,TRUE,0.712447206948761,0.0989,FALSE,,singleton
card5,5,1,card5,TRUE,0.00528926607697825,0.1694,FALSE,,singleton
V8,50,1,V8,TRUE,0.712447206948761,0.0626,FALSE,,singleton
V9,51,1,V9,TRUE,0.712447206948761,0.0853,FALSE,,singleton
V14,54,1,V14,TRUE,0.309486811698143,0.0046,FALSE,,singleton
V23,58,1,V23,TRUE,0.309486811698143,0.0171,FALSE,,singleton
V24,59,1,V24,TRUE,0.309486811698143,0.0155,FALSE,,singleton
addr1,6,1,addr1,TRUE,0.0908040481313252,0.3905,FALSE,,singleton
V37,65,1,V37,TRUE,0.461710096422026,0.0382,FALSE,,singleton
V38,66,1,V38,TRUE,0.461710096422026,0.0382,FALSE,,singleton
V41,68,1,V41,TRUE,0.461710096422026,0.0388,FALSE,,singleton
V44,69,1,V44,TRUE,0.461710096422026,0.0463,FALSE,,singleton
addr2,7,1,addr2,TRUE,0.0908040481313252,0.4829,FALSE,,singleton
V45,70,1,V45,TRUE,0.461710096422026,0.0402,FALSE,,singleton
V46,71,1,V46,TRUE,0.461710096422026,0.1288,FALSE,,singleton
V47,72,1,V47,TRUE,0.461710096422026,0.2637,FALSE,,singleton
V55,76,1,V55,TRUE,0.302643636943183,0.0145,FALSE,,singleton
V56,77,1,V56,TRUE,0.302643636943183,0.0145,FALSE,,singleton
dist1,8,1,dist1,TRUE,0.696967885887322,0.0912,FALSE,,singleton
V65,80,1,V65,TRUE,0.302643636943183,0.0151,FALSE,,singleton
V68,82,1,V68,TRUE,0.302643636943183,0.0167,FALSE,,singleton
V77,84,1,V77,TRUE,0.340525141445534,0.0187,FALSE,,singleton
V78,85,1,V78,TRUE,0.340525141445534,0.0187,FALSE,,singleton
V86,87,1,V86,TRUE,0.340525141445534,0.0289,FALSE,,singleton
V87,88,1,V87,TRUE,0.340525141445534,0.0215,FALSE,,singleton
V88,89,1,V88,TRUE,0.340525141445534,0.0194,FALSE,,singleton
dist2,9,1,dist2,TRUE,0.917403777193402,0.1377,FALSE,,singleton
V89,90,1,V89,TRUE,0.340525141445534,0.0215,FALSE,,singleton
